sexe;formation;usage_vehicule;type_vehicule;type_conduite;formule;date_demande;points_perdus;Age du vehicule;id_client;Tranche d'âge;Enfants;conduite accompagnee;vehicule rouge;tranche revenus;tranche tarifs_devis;code postal
M;z_High School;Commercial;Sports Car;Highly Urban/ Urban;dev_integral;30/01/2022;0;1;9240643;Moins de 18 ans;non;non;non;50000-59999;280-300;87270
F;z_High School;Private;z_SUV;z_Highly Rural/ Rural;dev_express;02/02/2022;6;1;7724960;Moins de 18 ans;oui;non;non;10000-19999;240-260;01440
M;Bachelors;Commercial;Minivan;Highly Urban/ Urban;dev_integral;08/04/2022;0;6;9680304;50-59 ans;oui;oui;oui;80000-89999;300-320;51240
F;z_High School;Commercial;Panel Truck;Highly Urban/ Urban;dev_express;01/04/2022;4;1;8719787;60-69 ans;non;non;oui;50000-59999;260-280;63118
M;Masters;Private;z_SUV;Highly Urban/ Urban;dev_premium;07/01/2022;0;1;3209089;18-29 ans;non;non;non;40000-49999;320-340;38120
F;PhD;Private;z_SUV;Highly Urban/ Urban;dev_integral;06/05/2022;3;14;2912834;60-69 ans;oui;non;non;120000-129999;280-300;38170
M;Bachelors;Private;Van;Highly Urban/ Urban;dev_premium;26/05/2022;2;9;8147882;18-29 ans;non;non;oui;90000-99999;500-520;04180
M;z_High School;Private;z_SUV;z_Highly Rural/ Rural;dev_integral;09/03/2022;0;1;2940674;60-69 ans;oui;non;non;inconnu;320-340;69210
M;z_High School;Private;Van;Highly Urban/ Urban;dev_integral;04/02/2022;3;10;4165548;50-59 ans;oui;oui;non;60000-69999;300-320;61250
M;Bachelors;Commercial;Minivan;z_Highly Rural/ Rural;dev_express;30/03/2022;3;9;5096664;60-69 ans;oui;non;non;90000-99999;260-280;89300
M;z_High School;Private;Minivan;z_Highly Rural/ Rural;dev_integral;05/01/2022;0;1;2157554;50-59 ans;non;non;oui;30000-39999;300-320;62100
M;Bachelors;Commercial;Minivan;Highly Urban/ Urban;dev_express;13/03/2022;0;8;8622510;60-69 ans;non;non;oui;50000-59999;240-260;18400
M;z_High School;Commercial;z_SUV;z_Highly Rural/ Rural;dev_integral;13/04/2022;0;12;2863677;60-69 ans;oui;non;non;inconnu;300-320;13180
M;PhD;Private;Minivan;Highly Urban/ Urban;dev_express;03/05/2022;1;14;5953614;60-69 ans;oui;non;non;110000-119999;260-280;88300
M;Bachelors;Commercial;z_SUV;Highly Urban/ Urban;dev_integral;19/03/2022;0;8;2563780;30-39 ans;non;non;non;100000-109999;320-340;11100
M;z_High School;Commercial;Pickup;Highly Urban/ Urban;dev_integral;12/05/2022;3;9;9634955;Moins de 18 ans;oui;oui;non;20000-29999;300-320;41330
M;<High School;Private;z_SUV;Highly Urban/ Urban;dev_express;19/04/2022;4;3;1248675;70-79 ans;non;non;non;30000-39999;260-280;09100
F;Masters;Private;Minivan;Highly Urban/ Urban;dev_express;09/03/2022;0;20;4800747;18-29 ans;non;non;oui;50000-59999;240-260;29830
M;PhD;Commercial;Panel Truck;Highly Urban/ Urban;dev_integral;30/03/2022;1;9;3077306;50-59 ans;non;non;oui;210000-219999;280-300;26320
M;<High School;Private;Pickup;Highly Urban/ Urban;dev_integral;17/01/2022;2;6;1188392;40-49 ans;non;non;non;30000-39999;320-340;61160
F;z_High School;Commercial;Pickup;Highly Urban/ Urban;dev_express;14/04/2022;7;1;2362308;50-59 ans;oui;non;non;30000-39999;240-260;75020
M;Bachelors;Private;Sports Car;Highly Urban/ Urban;dev_premium;07/04/2022;1;8;3267290;60-69 ans;non;non;non;inconnu;340-360;08000
F;Masters;Private;Sports Car;Highly Urban/ Urban;dev_integral;26/01/2022;1;10;8218486;18-29 ans;non;non;oui;60000-69999;320-340;01700
M;PhD;Private;Minivan;Highly Urban/ Urban;dev_integral;26/01/2022;2;16;2103853;18-29 ans;oui;non;non;110000-119999;280-300;83400
F;PhD;Private;z_SUV;Highly Urban/ Urban;dev_integral;15/03/2022;2;11;7374821;40-49 ans;non;non;non;100000-109999;320-340;95630
F;PhD;Private;z_SUV;Highly Urban/ Urban;dev_integral;30/05/2022;0;17;6796000;50-59 ans;non;non;oui;90000-99999;320-340;18110
F;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_premium;21/05/2022;0;8;6917391;40-49 ans;non;non;oui;30000-39999;380-400;27120
M;z_High School;Commercial;Pickup;Highly Urban/ Urban;dev_integral;01/01/2022;0;10;8582066;Moins de 18 ans;oui;non;oui;90000-99999;320-340;80000
M;Masters;Private;z_SUV;Highly Urban/ Urban;dev_express;24/02/2022;2;15;1518738;80 et plus;non;non;non;90000-99999;240-260;80100
F;Masters;Private;Pickup;Highly Urban/ Urban;dev_integral;12/01/2022;2;10;9586420;18-29 ans;non;non;non;130000-139999;320-340;92700
M;z_High School;Private;Sports Car;Highly Urban/ Urban;dev_integral;14/01/2022;0;1;9235625;70-79 ans;oui;oui;non;10000-19999;320-340;82110
F;<High School;Commercial;Pickup;z_Highly Rural/ Rural;dev_integral;02/02/2022;1;7;2682660;60-69 ans;oui;non;non;10000-19999;300-320;05200
M;Masters;Private;Minivan;Highly Urban/ Urban;dev_integral;10/04/2022;2;14;1123973;50-59 ans;non;non;oui;70000-79999;320-340;83500
M;Masters;Private;z_SUV;Highly Urban/ Urban;dev_integral;28/05/2022;4;5;9099420;Moins de 18 ans;non;non;non;70000-79999;300-320;29200
M;z_High School;Commercial;Minivan;Highly Urban/ Urban;dev_integral;19/05/2022;1;1;7600326;30-39 ans;non;non;oui;50000-59999;320-340;19800
F;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_integral;05/03/2022;0;9;4587257;50-59 ans;non;non;oui;60000-69999;280-300;16440
M;Masters;Commercial;Pickup;Highly Urban/ Urban;dev_express;04/01/2022;3;16;9365642;70-79 ans;non;non;non;60000-69999;260-280;75019
M;Bachelors;Commercial;Van;Highly Urban/ Urban;dev_integral;23/04/2022;2;9;8287508;18-29 ans;non;non;oui;50000-59999;280-300;76910
M;Masters;Private;z_SUV;Highly Urban/ Urban;dev_integral;19/01/2022;2;16;6929551;70-79 ans;non;non;non;40000-49999;300-320;93600
M;Bachelors;Commercial;Pickup;Highly Urban/ Urban;dev_integral;14/05/2022;0;19;8355271;60-69 ans;non;non;non;50000-59999;280-300;16100
M;Bachelors;Commercial;Pickup;Highly Urban/ Urban;dev_integral;22/02/2022;4;4;5965452;60-69 ans;non;non;non;50000-59999;320-340;54110
F;Masters;Commercial;Panel Truck;Highly Urban/ Urban;dev_integral;24/02/2022;0;17;6850303;30-39 ans;non;non;non;80000-89999;300-320;10000
F;Bachelors;Commercial;z_SUV;z_Highly Rural/ Rural;dev_integral;14/01/2022;1;1;5622765;40-49 ans;oui;non;non;100000-109999;280-300;64210
M;Masters;Private;Minivan;z_Highly Rural/ Rural;dev_premium;06/01/2022;1;16;9469334;60-69 ans;non;non;non;70000-79999;480-500;40160
F;Masters;Private;z_SUV;Highly Urban/ Urban;dev_integral;21/01/2022;3;22;8512640;Moins de 18 ans;oui;oui;non;80000-89999;280-300;42370
M;PhD;Private;Minivan;Highly Urban/ Urban;dev_integral;12/04/2022;2;12;9781732;40-49 ans;non;non;oui;170000-179999;280-300;52290
M;Masters;Private;Minivan;Highly Urban/ Urban;dev_premium;05/01/2022;1;15;4666179;50-59 ans;non;non;non;180000-189999;400-420;03300
M;Bachelors;Commercial;Pickup;Highly Urban/ Urban;dev_integral;10/01/2022;1;11;5689709;60-69 ans;non;non;non;0-9999;320-340;04100
F;Bachelors;Commercial;Minivan;z_Highly Rural/ Rural;dev_premium;08/04/2022;0;1;7262455;60-69 ans;non;non;non;60000-69999;320-340;47500
M;Masters;Private;Pickup;Highly Urban/ Urban;dev_integral;30/03/2022;3;15;6681125;60-69 ans;non;non;oui;80000-89999;280-300;34400
M;Bachelors;Commercial;Panel Truck;Highly Urban/ Urban;dev_express;12/04/2022;0;16;7176756;70-79 ans;non;non;oui;60000-69999;280-300;29000
F;z_High School;Private;Minivan;Highly Urban/ Urban;dev_integral;15/03/2022;1;1;1354667;80 et plus;non;non;oui;60000-69999;300-320;83230
F;<High School;Private;z_SUV;Highly Urban/ Urban;dev_integral;12/03/2022;4;1;8598411;80 et plus;oui;non;non;0-9999;320-340;01220
M;Masters;Commercial;Pickup;Highly Urban/ Urban;dev_integral;14/03/2022;1;17;4173710;60-69 ans;non;non;non;50000-59999;280-300;20240
M;Bachelors;Commercial;Van;Highly Urban/ Urban;dev_integral;09/01/2022;0;13;8613901;80 et plus;oui;non;oui;40000-49999;320-340;36000
M;Bachelors;Commercial;z_SUV;Highly Urban/ Urban;dev_express;27/02/2022;1;7;4875164;50-59 ans;non;non;non;inconnu;260-280;13821
F;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_premium;02/02/2022;0;10;2625260;70-79 ans;oui;oui;non;10000-19999;460-480;95550
M;Bachelors;Commercial;Sports Car;Highly Urban/ Urban;dev_express;06/03/2022;0;1;9186423;70-79 ans;non;non;non;70000-79999;280-300;52000
M;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_express;06/01/2022;0;12;7293244;50-59 ans;non;non;oui;50000-59999;240-260;04160
F;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_integral;03/04/2022;0;9;1329424;30-39 ans;non;non;non;10000-19999;320-340;25120
F;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_integral;30/04/2022;0;10;1248575;60-69 ans;oui;non;non;130000-139999;280-300;32500
M;Masters;Private;Pickup;Highly Urban/ Urban;dev_integral;19/03/2022;0;13;3936606;80 et plus;non;non;non;90000-99999;300-320;63800
F;Bachelors;Private;Minivan;z_Highly Rural/ Rural;dev_express;24/01/2022;0;9;8225479;80 et plus;non;non;oui;40000-49999;260-280;29440
F;<High School;Private;Minivan;Highly Urban/ Urban;dev_integral;23/02/2022;0;1;8577434;60-69 ans;oui;non;oui;0-9999;300-320;78360
M;Bachelors;Commercial;Sports Car;Highly Urban/ Urban;dev_integral;17/05/2022;7;8;1025835;60-69 ans;oui;non;non;inconnu;280-300;46220
F;<High School;Private;Van;Highly Urban/ Urban;dev_express;06/03/2022;4;1;4706273;18-29 ans;non;non;non;inconnu;260-280;69400
F;z_High School;Private;Pickup;Highly Urban/ Urban;dev_integral;13/03/2022;1;1;3172816;Moins de 18 ans;non;non;non;0-9999;320-340;91350
M;z_High School;Commercial;z_SUV;Highly Urban/ Urban;dev_premium;10/02/2022;0;10;7028000;Moins de 18 ans;oui;non;non;inconnu;440-460;16130
F;PhD;Private;z_SUV;Highly Urban/ Urban;dev_integral;16/01/2022;0;16;7249769;60-69 ans;non;non;non;inconnu;300-320;95630
M;z_High School;Commercial;Panel Truck;Highly Urban/ Urban;dev_express;19/05/2022;6;11;2200725;50-59 ans;non;non;oui;30000-39999;240-260;60350
M;PhD;Private;z_SUV;Highly Urban/ Urban;dev_express;18/04/2022;2;18;6590277;70-79 ans;oui;non;non;180000-189999;240-260;61000
M;Bachelors;Commercial;z_SUV;z_Highly Rural/ Rural;dev_integral;13/01/2022;2;5;8587741;60-69 ans;oui;non;non;10000-19999;320-340;21000
M;Bachelors;Commercial;Panel Truck;Highly Urban/ Urban;dev_integral;28/05/2022;0;1;1006429;50-59 ans;non;non;oui;60000-69999;320-340;20000
F;Masters;Commercial;Panel Truck;Highly Urban/ Urban;dev_express;28/03/2022;0;15;1419110;40-49 ans;non;non;oui;70000-79999;260-280;30800
F;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_integral;15/03/2022;1;3;5657578;80 et plus;oui;non;non;40000-49999;300-320;75012
M;Bachelors;Private;Pickup;Highly Urban/ Urban;dev_integral;10/03/2022;0;7;9593222;60-69 ans;oui;non;oui;inconnu;300-320;61360
M;Bachelors;Private;z_SUV;z_Highly Rural/ Rural;dev_express;20/01/2022;4;5;8638053;70-79 ans;oui;non;non;70000-79999;240-260;16600
F;Masters;Private;Minivan;Highly Urban/ Urban;dev_integral;09/04/2022;0;22;7281136;60-69 ans;non;non;oui;60000-69999;300-320;06330
M;PhD;Commercial;Pickup;Highly Urban/ Urban;dev_premium;05/03/2022;1;21;9047543;30-39 ans;non;non;non;90000-99999;420-440;36120
M;Masters;Commercial;Van;Highly Urban/ Urban;dev_premium;09/04/2022;0;14;1953262;Moins de 18 ans;oui;oui;oui;80000-89999;420-440;74130
F;<High School;Private;Pickup;Highly Urban/ Urban;dev_integral;16/02/2022;5;1;8139926;50-59 ans;oui;oui;non;30000-39999;280-300;75017
M;z_High School;Commercial;Minivan;Highly Urban/ Urban;dev_integral;06/04/2022;6;10;8424261;70-79 ans;oui;non;oui;10000-19999;320-340;67290
F;Masters;Private;Van;Highly Urban/ Urban;dev_express;23/03/2022;4;11;5343221;60-69 ans;non;non;non;80000-89999;260-280;11000
F;<High School;Private;z_SUV;Highly Urban/ Urban;dev_express;25/01/2022;3;1;9026499;70-79 ans;oui;non;non;30000-39999;280-300;72530
F;Bachelors;Commercial;z_SUV;Highly Urban/ Urban;dev_express;21/01/2022;1;7;7120522;18-29 ans;oui;non;non;inconnu;260-280;12850
M;Masters;Private;Minivan;Highly Urban/ Urban;dev_integral;27/01/2022;8;15;2962827;70-79 ans;oui;non;non;140000-149999;320-340;86550
M;z_High School;Commercial;z_SUV;Highly Urban/ Urban;dev_integral;22/04/2022;9;1;6546930;70-79 ans;oui;non;non;inconnu;320-340;42800
M;Masters;Private;z_SUV;Highly Urban/ Urban;dev_express;13/03/2022;0;17;7537380;60-69 ans;non;non;non;110000-119999;260-280;21420
F;PhD;Commercial;Van;Highly Urban/ Urban;dev_premium;15/01/2022;4;8;1647575;60-69 ans;non;non;non;170000-179999;380-400;76520
F;Masters;Private;Minivan;Highly Urban/ Urban;dev_express;24/02/2022;3;15;8149831;Moins de 18 ans;non;non;non;inconnu;280-300;12300
F;Masters;Private;Minivan;Highly Urban/ Urban;dev_integral;27/03/2022;0;1;1832505;50-59 ans;non;non;non;90000-99999;320-340;38410
M;Masters;Commercial;Van;Highly Urban/ Urban;dev_express;02/04/2022;0;10;4800636;60-69 ans;non;non;oui;40000-49999;280-300;89100
F;z_High School;Private;Minivan;Highly Urban/ Urban;dev_integral;18/02/2022;1;1;4308532;18-29 ans;non;non;oui;30000-39999;280-300;73870
M;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_integral;17/04/2022;2;7;3074734;70-79 ans;oui;oui;non;60000-69999;280-300;70270
F;z_High School;Commercial;Pickup;z_Highly Rural/ Rural;dev_express;20/05/2022;3;;7644220;40-49 ans;non;non;non;20000-29999;260-280;23320
F;<High School;Private;z_SUV;z_Highly Rural/ Rural;dev_integral;29/01/2022;0;1;9447150;Moins de 18 ans;non;non;non;10000-19999;300-320;60510
M;PhD;Private;z_SUV;Highly Urban/ Urban;dev_express;01/05/2022;3;7;4961629;40-49 ans;non;non;non;inconnu;260-280;30130
M;<High School;Private;z_SUV;Highly Urban/ Urban;dev_premium;02/05/2022;4;1;9196861;18-29 ans;non;non;non;inconnu;420-440;03210
F;PhD;Commercial;Van;Highly Urban/ Urban;dev_express;22/04/2022;4;17;1120343;60-69 ans;non;non;oui;90000-99999;260-280;26120
M;Masters;Private;z_SUV;Highly Urban/ Urban;dev_integral;24/01/2022;7;18;8124526;60-69 ans;non;non;non;70000-79999;280-300;34590
M;PhD;Private;Pickup;Highly Urban/ Urban;dev_premium;23/02/2022;0;9;6329959;18-29 ans;non;non;non;170000-179999;500-520;50810
F;z_High School;Commercial;Van;Highly Urban/ Urban;dev_premium;22/05/2022;4;1;7723509;60-69 ans;non;non;oui;60000-69999;440-460;51100
F;z_High School;Private;z_SUV;Highly Urban/ Urban;dev_vip;17/03/2022;0;1;5533730;40-49 ans;oui;oui;non;20000-29999;960-980;78200
F;Masters;Commercial;Panel Truck;Highly Urban/ Urban;dev_express;04/04/2022;0;10;4720936;Moins de 18 ans;non;non;oui;90000-99999;260-280;65000
M;z_High School;Private;Minivan;z_Highly Rural/ Rural;dev_integral;01/05/2022;4;4;2339214;18-29 ans;non;non;non;20000-29999;300-320;32430
F;<High School;Commercial;Panel Truck;Highly Urban/ Urban;dev_integral;02/05/2022;4;6;4942214;80 et plus;oui;non;oui;20000-29999;280-300;52120
F;z_High School;Commercial;Pickup;z_Highly Rural/ Rural;dev_integral;28/03/2022;0;7;8426451;18-29 ans;oui;oui;non;110000-119999;280-300;92150
F;PhD;Commercial;Panel Truck;Highly Urban/ Urban;dev_integral;19/05/2022;1;12;5404292;40-49 ans;non;non;oui;170000-179999;300-320;49250
M;z_High School;Private;Van;Highly Urban/ Urban;dev_express;14/05/2022;0;6;4287261;50-59 ans;non;non;non;20000-29999;260-280;75002
F;PhD;Private;z_SUV;Highly Urban/ Urban;dev_premium;06/05/2022;0;13;4997032;80 et plus;oui;non;non;120000-129999;500-520;41200
M;z_High School;Commercial;Pickup;Highly Urban/ Urban;dev_premium;25/04/2022;2;10;9379475;60-69 ans;non;non;non;40000-49999;400-420;61140
F;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_premium;18/03/2022;6;13;2442229;30-39 ans;non;non;non;40000-49999;480-500;57640
F;PhD;Private;Minivan;Highly Urban/ Urban;dev_integral;15/04/2022;0;17;2131310;30-39 ans;non;non;non;210000-219999;300-320;10600
F;Masters;Commercial;Pickup;Highly Urban/ Urban;dev_premium;20/01/2022;0;9;1395998;60-69 ans;non;non;non;140000-149999;400-420;16100
F;z_High School;Commercial;z_SUV;Highly Urban/ Urban;dev_vip;14/03/2022;4;9;7928246;Moins de 18 ans;non;non;non;inconnu;740-760;18000
M;z_High School;Private;Sports Car;Highly Urban/ Urban;dev_express;08/01/2022;3;12;2076832;80 et plus;non;non;non;50000-59999;240-260;05700
F;Bachelors;Private;Sports Car;Highly Urban/ Urban;dev_integral;21/04/2022;0;6;5711284;70-79 ans;oui;non;non;inconnu;280-300;11200
F;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_premium;19/02/2022;4;;8296973;80 et plus;non;non;non;40000-49999;520-540;07700
M;z_High School;Commercial;Panel Truck;Highly Urban/ Urban;dev_integral;04/04/2022;2;8;9440589;80 et plus;oui;non;oui;50000-59999;300-320;62830
M;z_High School;Private;z_SUV;z_Highly Rural/ Rural;dev_premium;17/01/2022;4;6;9047097;40-49 ans;oui;oui;non;110000-119999;340-360;59143
F;PhD;Commercial;Panel Truck;Highly Urban/ Urban;dev_express;14/01/2022;5;12;2787096;40-49 ans;non;non;non;190000-199999;260-280;68700
M;Bachelors;Commercial;Van;Highly Urban/ Urban;dev_integral;01/02/2022;4;13;1667418;50-59 ans;non;non;non;130000-139999;300-320;04210
F;<High School;Private;z_SUV;Highly Urban/ Urban;dev_integral;03/04/2022;0;1;1282994;60-69 ans;non;non;non;50000-59999;320-340;52100
F;PhD;Private;Minivan;z_Highly Rural/ Rural;dev_integral;25/02/2022;5;15;3476951;60-69 ans;non;non;non;30000-39999;320-340;70290
M;<High School;Private;z_SUV;Highly Urban/ Urban;dev_express;14/05/2022;0;5;5890936;Moins de 18 ans;oui;oui;non;10000-19999;240-260;83260
M;z_High School;Private;Pickup;Highly Urban/ Urban;dev_express;01/02/2022;2;1;3194800;40-49 ans;non;non;non;20000-29999;240-260;82100
F;Masters;Private;Minivan;Highly Urban/ Urban;dev_premium;09/02/2022;1;16;5655908;Moins de 18 ans;non;non;oui;170000-179999;440-460;17220
M;Bachelors;Private;Pickup;Highly Urban/ Urban;dev_integral;13/01/2022;3;9;5242226;80 et plus;oui;non;oui;70000-79999;320-340;35500
M;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_express;14/05/2022;0;8;5631256;50-59 ans;non;non;non;60000-69999;260-280;26160
F;Masters;Private;z_SUV;Highly Urban/ Urban;dev_premium;27/01/2022;3;;2960080;50-59 ans;non;non;non;70000-79999;460-480;58000
M;Bachelors;Commercial;Van;Highly Urban/ Urban;dev_integral;03/01/2022;0;7;4794529;50-59 ans;non;non;non;50000-59999;320-340;43110
M;z_High School;Commercial;Pickup;Highly Urban/ Urban;dev_integral;26/03/2022;4;7;1365146;80 et plus;non;non;non;inconnu;320-340;49260
F;Masters;Private;Minivan;Highly Urban/ Urban;dev_integral;07/03/2022;0;10;5729948;80 et plus;oui;non;non;20000-29999;320-340;69890
M;z_High School;Commercial;z_SUV;Highly Urban/ Urban;dev_integral;01/03/2022;0;7;7838638;60-69 ans;non;non;non;20000-29999;280-300;70210
M;Bachelors;Commercial;z_SUV;Highly Urban/ Urban;dev_integral;04/05/2022;0;13;9109744;60-69 ans;non;non;oui;70000-79999;320-340;43220
F;Bachelors;Commercial;z_SUV;Highly Urban/ Urban;dev_express;04/02/2022;0;12;6800677;Moins de 18 ans;non;non;non;50000-59999;260-280;05300
M;Bachelors;Commercial;Pickup;Highly Urban/ Urban;dev_premium;26/04/2022;6;9;2934842;80 et plus;non;non;oui;40000-49999;380-400;50440
F;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_integral;02/01/2022;1;7;7923783;50-59 ans;non;non;non;90000-99999;300-320;24800
M;PhD;Private;Minivan;Highly Urban/ Urban;dev_integral;26/03/2022;7;22;7837073;60-69 ans;non;non;non;120000-129999;320-340;72000
M;<High School;Private;Van;Highly Urban/ Urban;dev_integral;16/01/2022;3;1;4907795;50-59 ans;non;non;oui;20000-29999;320-340;88000
F;z_High School;Private;Sports Car;Highly Urban/ Urban;dev_integral;26/05/2022;0;;4089485;80 et plus;oui;non;non;60000-69999;300-320;92140
M;z_High School;Commercial;Pickup;Highly Urban/ Urban;dev_express;24/03/2022;0;1;3730571;80 et plus;non;non;oui;50000-59999;280-300;77700
M;<High School;Private;Sports Car;z_Highly Rural/ Rural;dev_express;20/04/2022;2;1;7820673;50-59 ans;oui;oui;non;40000-49999;240-260;90500
M;Bachelors;Private;Pickup;Highly Urban/ Urban;dev_integral;11/05/2022;0;9;9549682;40-49 ans;non;non;oui;90000-99999;320-340;42190
M;z_High School;Commercial;Minivan;Highly Urban/ Urban;dev_express;13/01/2022;0;10;8712320;50-59 ans;non;non;non;40000-49999;280-300;63000
F;Masters;Private;Minivan;Highly Urban/ Urban;dev_express;21/03/2022;2;9;6469005;50-59 ans;non;non;oui;90000-99999;260-280;16110
F;Masters;Private;Minivan;z_Highly Rural/ Rural;dev_express;18/01/2022;0;11;2387175;40-49 ans;non;non;non;140000-149999;280-300;64140
F;z_High School;Commercial;z_SUV;Highly Urban/ Urban;dev_express;13/04/2022;1;1;1219711;60-69 ans;non;non;non;50000-59999;240-260;34170
F;Masters;Commercial;Pickup;Highly Urban/ Urban;dev_express;24/04/2022;0;15;1017483;70-79 ans;non;non;non;inconnu;260-280;84000
M;z_High School;Commercial;Pickup;Highly Urban/ Urban;dev_premium;10/02/2022;4;7;8322749;60-69 ans;non;non;non;0-9999;500-520;27370
F;<High School;Private;Minivan;z_Highly Rural/ Rural;dev_integral;28/02/2022;0;1;1101729;70-79 ans;non;non;oui;inconnu;280-300;54840
M;z_High School;Private;Pickup;z_Highly Rural/ Rural;dev_express;05/02/2022;0;8;6859037;60-69 ans;oui;non;non;inconnu;240-260;56100
M;Bachelors;Private;Pickup;Highly Urban/ Urban;dev_express;27/03/2022;1;9;1142838;80 et plus;non;non;non;90000-99999;280-300;77440
F;<High School;Private;z_SUV;z_Highly Rural/ Rural;dev_express;05/01/2022;2;7;5591589;30-39 ans;non;non;non;inconnu;240-260;91410
M;Masters;Private;Minivan;Highly Urban/ Urban;dev_express;03/05/2022;2;14;1067773;50-59 ans;non;non;non;50000-59999;240-260;25300
M;z_High School;Commercial;z_SUV;Highly Urban/ Urban;dev_express;26/03/2022;0;1;1065807;18-29 ans;non;non;oui;30000-39999;240-260;78980
F;Masters;Commercial;Panel Truck;Highly Urban/ Urban;dev_express;31/01/2022;1;15;5455712;80 et plus;non;non;non;20000-29999;260-280;69520
F;Masters;Private;Minivan;Highly Urban/ Urban;dev_express;30/04/2022;1;20;6138876;60-69 ans;non;non;non;110000-119999;260-280;34560
F;Masters;Commercial;Panel Truck;Highly Urban/ Urban;dev_premium;04/02/2022;0;13;5930738;Moins de 18 ans;oui;non;non;90000-99999;500-520;92000
M;z_High School;Private;Sports Car;z_Highly Rural/ Rural;dev_integral;20/01/2022;4;9;4048922;80 et plus;oui;non;non;40000-49999;300-320;17200
F;Masters;Private;Minivan;Highly Urban/ Urban;dev_integral;22/03/2022;0;19;7381105;60-69 ans;non;non;oui;120000-129999;300-320;71250
M;Bachelors;Private;Sports Car;Highly Urban/ Urban;dev_premium;31/05/2022;0;13;4372226;70-79 ans;oui;non;non;inconnu;400-420;36140
M;z_High School;Commercial;Sports Car;Highly Urban/ Urban;dev_integral;05/01/2022;4;1;1287089;40-49 ans;non;non;non;inconnu;280-300;72330
F;Bachelors;Private;Sports Car;Highly Urban/ Urban;dev_express;23/04/2022;10;0;7876630;50-59 ans;oui;non;oui;0-9999;260-280;19410
F;Bachelors;Private;z_SUV;z_Highly Rural/ Rural;dev_express;02/05/2022;0;1;1341942;30-39 ans;non;non;non;80000-89999;260-280;91150
F;z_High School;Commercial;Minivan;Highly Urban/ Urban;dev_integral;11/04/2022;0;10;9202154;Moins de 18 ans;oui;oui;oui;40000-49999;280-300;33440
M;z_High School;Private;z_SUV;Highly Urban/ Urban;dev_express;04/02/2022;4;1;2595952;30-39 ans;non;non;non;80000-89999;260-280;33290
F;<High School;Private;Minivan;z_Highly Rural/ Rural;dev_vip;22/01/2022;0;1;4923750;50-59 ans;non;non;non;20000-29999;780-800;75020
M;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_express;18/03/2022;2;11;1224242;40-49 ans;non;non;oui;90000-99999;260-280;33510
F;z_High School;Private;Pickup;Highly Urban/ Urban;dev_integral;08/02/2022;0;6;6491154;50-59 ans;oui;non;non;inconnu;300-320;61110
M;z_High School;Commercial;z_SUV;z_Highly Rural/ Rural;dev_express;21/02/2022;0;8;2386731;18-29 ans;oui;oui;non;0-9999;260-280;34830
F;Masters;Private;Pickup;Highly Urban/ Urban;dev_express;20/05/2022;0;11;3189569;30-39 ans;oui;oui;oui;60000-69999;260-280;08000
M;<High School;Commercial;Pickup;Highly Urban/ Urban;dev_express;19/02/2022;2;1;8441526;70-79 ans;oui;non;non;40000-49999;240-260;42170
F;Bachelors;Commercial;Pickup;Highly Urban/ Urban;dev_premium;13/04/2022;0;1;3962278;Moins de 18 ans;oui;non;oui;60000-69999;500-520;93450
F;z_High School;Commercial;z_SUV;z_Highly Rural/ Rural;dev_integral;25/03/2022;0;8;4108811;50-59 ans;non;non;non;50000-59999;320-340;89340
F;Masters;Private;Sports Car;Highly Urban/ Urban;dev_express;08/05/2022;1;17;8349307;18-29 ans;non;non;non;90000-99999;240-260;06110
M;z_High School;Commercial;z_SUV;Highly Urban/ Urban;dev_express;08/01/2022;3;8;4704672;70-79 ans;oui;non;non;inconnu;260-280;65100
F;z_High School;Commercial;Pickup;z_Highly Rural/ Rural;dev_integral;20/02/2022;2;1;8535293;80 et plus;non;non;oui;inconnu;280-300;35131
F;Bachelors;Commercial;Sports Car;Highly Urban/ Urban;dev_integral;17/02/2022;1;6;8277735;40-49 ans;non;non;non;100000-109999;300-320;08000
M;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_integral;24/01/2022;0;9;2650656;50-59 ans;oui;non;non;60000-69999;320-340;66380
F;Bachelors;Private;Sports Car;Highly Urban/ Urban;dev_integral;23/05/2022;4;14;8508042;70-79 ans;oui;oui;non;60000-69999;300-320;18000
M;z_High School;Commercial;z_SUV;Highly Urban/ Urban;dev_express;12/05/2022;0;11;7180374;60-69 ans;non;non;non;60000-69999;260-280;19200
M;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_integral;25/02/2022;0;6;2261760;80 et plus;oui;oui;non;70000-79999;280-300;77720
